"location","source","target"
"242841733-0-41008","enriched jerked rodent",""
"242841733-0-41009","invigorated jerked rodent",""
"242841733-0-41010","fortified jerked rodent",""
"242841733-0-41011","Consummate  Silverskin Fish",""
"242841733-0-41012","scuttle fondue",""
"242841733-0-41013","consummate scuttle fondue",""
"242841733-0-41014","enriched scuttle fondue",""
"242841733-0-41015","invigorated scuttle fondue",""
"242841733-0-41016","fortified scuttle fondue",""
"242841733-0-41017","enriched scuttle fondue",""
"242841733-0-41018","wriggles-in-gullet",""
"242841733-0-41019","consummate wriggles-in-gullet",""
"242841733-0-41020","enriched wriggles-in-gullet",""
"242841733-0-41021","invigorated wriggles-in-gullet",""
"242841733-0-41022","fortified wriggles-in-gullet",""
"242841733-0-41023","enriched wriggles-in-gullet",""
"242841733-0-41024","grilled gorapples",""
"242841733-0-41025","consummate grilled gorapples",""
"242841733-0-41026","enriched grilled gorapples",""
"242841733-0-41027","invigorated grilled gorapples",""
"242841733-0-41028","fortified grilled gorapples",""
"242841733-0-41029","enriched grilled gorapples",""
"242841733-0-41030","horker tongue",""
"242841733-0-41031","consummate horker tongue",""
"242841733-0-41032","enriched horker tongue",""
"242841733-0-41033","invigorated horker tongue",""
"242841733-0-41034","fortified horker tongue",""
"242841733-0-41035","enriched venison steak",""
"242841733-0-41036","guar brisket",""
"242841733-0-41037","consummate guar brisket",""
"242841733-0-41038","enriched guar brisket",""
"242841733-0-41039","invigorated guar brisket",""
"242841733-0-41040","fortified guar brisket",""
"242841733-0-41041","enriched guar steak",""
"242841733-0-41042","roast mammoth",""
"242841733-0-41043","consummate roast mammoth",""
"242841733-0-41044","enriched roast mammoth",""
"242841733-0-41045","invigorated roast mammoth",""
"242841733-0-41046","fortified roast mammoth",""
"242841733-0-41047","enriched roast mamoth",""
"242841733-0-41048","beef sirloin",""
"242841733-0-41049","consummate beef sirloin",""
"242841733-0-41050","enriched beef sirloin",""
"242841733-0-41051","invigorated beef sirloin",""
"242841733-0-41052","fortified beef sirloin",""
"242841733-0-41053","enriched beef steak supreme",""
"242841733-0-41054","grilled shank",""
"242841733-0-41055","consummate grilled shank",""
"242841733-0-41056","enriched grilled shank",""
"242841733-0-41057","invigorated grilled shank",""
"242841733-0-41058","fortified grilled shank",""
"242841733-0-41059","enriched grilled shank",""
"242841733-0-41060","roast boar",""
"242841733-0-41061","consummate roast boar",""
"242841733-0-41062","enriched roast boar",""
"242841733-0-41063","invigorated roast boar",""
"242841733-0-41064","fortified roast boar",""
"242841733-0-41065","enriched roast boar",""
"242841733-0-41066","mutton chop",""
"242841733-0-41067","consummate mutton chop",""
"242841733-0-41068","enriched mutton chop",""
"242841733-0-41069","invigorated mutton chop",""
"242841733-0-41070","fortified mutton chop",""
"242841733-0-41071","enriched mutton chop",""
"242841733-0-41072","sweetmeat hash",""
"242841733-0-41073","consummate sweetmeat hash",""
"242841733-0-41074","enriched sweetmeat hash",""
"242841733-0-41075","invigorated sweetmeat hash",""
"242841733-0-41076","fortified sweetmeat hash",""
"242841733-0-41077","enriched sweetmeat hash",""
"242841733-0-41078","liver and lights",""
"242841733-0-41079","consummate liver and lights",""
"242841733-0-41080","enriched liver and lights",""
"242841733-0-41081","invigorated liver and lights",""
"242841733-0-41082","fortified liver and lights",""
"242841733-0-41083","enriched grilled longfin",""
"242841733-0-41084","caramelized goat nibbles",""
"242841733-0-41085","consummate caramelized goat nibbles",""
"242841733-0-41086","enriched caramelized goat nibbles",""
"242841733-0-41087","invigorated caramelized goat nibbles",""
"242841733-0-41088","fortified caramelized goat nibbles",""
"242841733-0-41089","enriched caramelized goat nibbles",""
"242841733-0-41090","kippered ribs",""
"242841733-0-41091","consummate kippered ribs",""
"242841733-0-41092","enriched kippered ribs",""
"242841733-0-41093","invigorated kippered ribs",""
"242841733-0-41094","fortified kippered ribs",""
"242841733-0-41095","enriched kippered ribs",""
"242841733-0-41096","meat grill",""
"242841733-0-41097","consummate meat grill",""
"242841733-0-41098","enriched meat grill",""
"242841733-0-41099","invigorated meat grill",""
"242841733-0-41100","fortified meat grill",""
"242841733-0-41101","enriched meat pasty",""
"242841733-0-41102","jugged venison",""
"242841733-0-41103","consummate jugged venison",""
"242841733-0-41104","enriched jugged venison",""
"242841733-0-41105","invigorated jugged venison",""
"242841733-0-41106","fortified jugged venison",""
"242841733-0-41107","enriched jugged venison",""
"242841733-0-41108","capon tinish",""
"242841733-0-41109","consummate capon tinish",""
"242841733-0-41110","enriched capon tinish",""
"242841733-0-41111","invigorated capon tinish",""
"242841733-0-41112","fortified capon tinish",""
"242841733-0-41113","enriched capon tinish",""
"242841733-0-41114","battaglir grill",""
"242841733-0-41115","consummate battaglir grill",""
"242841733-0-41116","enriched battaglir grill",""
"242841733-0-41117","invigorated battaglir grill",""
"242841733-0-41118","fortified battaglir grill",""
"242841733-0-41119","enriched battaglir grill",""
"242841733-0-41120","wild game hash",""
"242841733-0-41121","consummate wild game hash",""
"242841733-0-41122","enriched wild game hash",""
"242841733-0-41123","invigorated wild game hash",""
"242841733-0-41124","fortified wild game hash",""
"242841733-0-41125","enriched mountain bear hash",""
"242841733-0-41126","orcish mixed pot",""
"242841733-0-41127","consummate orcish mixed pot",""
"242841733-0-41128","enriched orcish mixed pot",""
"242841733-0-41129","invigorated orcish mixed pot",""
"242841733-0-41130","fortified orcish mixed pot",""
"242841733-0-41131","enriched smoked flank steak",""
"242841733-0-41132","combwort confit",""
"242841733-0-41133","consummate combwort confit",""
"242841733-0-41134","enriched combwort confit",""
"242841733-0-41135","invigorated combwort confit",""
"242841733-0-41136","fortified combwort confit",""
"242841733-0-41137","enriched combwort confit",""
"242841733-0-41138","venison haunch",""
"242841733-0-41139","consummate venison haunch",""
"242841733-0-41140","enriched venison haunch",""
"242841733-0-41141","invigorated venison haunch",""
"242841733-0-41142","fortified venison haunch",""
"242841733-0-41143","enriched venison haunch",""
"242841733-0-41144","venison steak",""
"242841733-0-41145","consummate venison steak",""
"242841733-0-41146","enriched venison steak",""
"242841733-0-41147","invigorated consummate venison steak",""
"242841733-0-41148","fortified enriched venison steak",""
"242841733-0-41149","enriched crisp consummate horker tongue",""
"242841733-0-41150","mountain jerky",""
"242841733-0-41151","consummate mountain jerky",""
"242841733-0-41152","enriched mountain jerky",""
"242841733-0-41153","invigorated mountain jerky",""
"242841733-0-41154","fortified mountain jerky",""
"242841733-0-41155","enriched mountain jerky",""
"242841733-0-41156","crawdad surprise",""
"242841733-0-41157","invigorated crawdad surprise",""
"242841733-0-41158","enriched crawdad surprise",""
"242841733-0-41159","fortified crawdad surprise",""
"242841733-0-41160","consummate crawdad surprise",""
"242841733-0-41161","enriched crawdad surprise",""
"242841733-0-41162","saltrice porridge",""
"242841733-0-41163","invigorated saltrice porridge",""
"242841733-0-41164","enriched saltrice porridge",""
"242841733-0-41165","fortified saltrice porridge",""
"242841733-0-41166","consummate saltrice porridge",""
"242841733-0-41167","enriched saltrice porridge",""
"242841733-0-41168","saltrice slurry",""
"242841733-0-41169","invigorated saltrice slurry",""
"242841733-0-41170","enriched saltrice slurry",""
"242841733-0-41171","fortified saltrice slurry",""
"242841733-0-41172","consummate saltrice slurry",""
"242841733-0-41173","enriched saltrice slurry",""
"242841733-0-41174","fresh snowberry jam",""
"242841733-0-41175","invigorated fresh snowberry jam",""
"242841733-0-41176","enriched fresh snowberry jam",""
"242841733-0-41177","fortified fresh snowberry jam",""
"242841733-0-41178","consummate fresh snowberry jam",""
"242841733-0-41179","enriched fresh snowberry jam",""
"242841733-0-41180","guar in aspic",""
"242841733-0-41181","invigorated guar in aspic",""
"242841733-0-41182","enriched guar in aspic",""
"242841733-0-41183","fortified guar in aspic",""
"242841733-0-41184","consummate guar in aspic",""
"242841733-0-41185","enriched cabbage soup",""
"242841733-0-41186","filboid studge",""
"242841733-0-41187","invigorated filboid studge",""
"242841733-0-41188","enriched filboid studge",""
"242841733-0-41189","fortified filboid studge",""
"242841733-0-41190","consummate filboid studge",""
"242841733-0-41191","enriched filboid sludge",""
"242841733-0-41192","maggot haggis",""
"242841733-0-41193","invigorated maggot haggis",""
"242841733-0-41194","enriched maggot haggis",""
"242841733-0-41195","fortified maggot haggis",""
"242841733-0-41196","consummate maggot haggis",""
"242841733-0-41197","enriched maggot haggis",""
"242841733-0-41198","bittergreen stew",""
"242841733-0-41199","invigorated bittergreen stew",""
"242841733-0-41200","enriched bittergreen stew",""
"242841733-0-41201","fortified bittergreen stew",""
"242841733-0-41202","consummate bittergreen stew",""
"242841733-0-41203","enriched bittergreen stew",""
"242841733-0-41204","crab meat stew",""
"242841733-0-41205","invigorated crab meat stew",""
"242841733-0-41206","enriched crab meat stew",""
"242841733-0-41207","fortified crab meat stew",""
"242841733-0-41208","consummate crab meat stew",""
"242841733-0-41209","enriched crab meat stew",""
"242841733-0-41210","shepherd's pie",""
"242841733-0-41211","invigorated shepherd's pie",""
"242841733-0-41212","enriched shepherd's pie",""
"242841733-0-41213","fortified shepherd's pie",""
"242841733-0-41214","consummate shepherd's pie",""
"242841733-0-41215","enriched shepherd's pie",""
"242841733-0-41216","century soup",""
"242841733-0-41217","invigorated century soup",""
"242841733-0-41218","enriched century soup",""
"242841733-0-41219","fortified century soup",""
"242841733-0-41220","consummate century soup",""
"242841733-0-41221","enriched century soup",""
"242841733-0-41222","jumping rodent morsels",""
"242841733-0-41223","invigorated jumping rodent morsels",""
"242841733-0-41224","enriched jumping rodent morsels",""
"242841733-0-41225","fortified jumping rodent morsels",""
"242841733-0-41226","consummate jumping rodent morsels",""
"242841733-0-41227","enriched jumping rodent morsels",""
"242841733-0-41228","pork blood pudding",""
"242841733-0-41229","invigorated pork blood pudding",""
"242841733-0-41230","enriched pork blood pudding",""
"242841733-0-41231","fortified pork blood pudding",""
"242841733-0-41232","consummate pork blood pudding",""
"242841733-0-41233","enriched pork blood pudding",""
"242841733-0-41234","guar stew",""
"242841733-0-41235","invigorated guar stew",""
"242841733-0-41236","enriched guar stew",""
"242841733-0-41237","fortified guar stew",""
"242841733-0-41238","consummate guar stew",""
"242841733-0-41239","enriched guar in aspic",""
"242841733-0-41240","cabbage salmagundi",""
"242841733-0-41241","invigorated cabbage salmagundi",""
"242841733-0-41242","enriched cabbage salmagundi",""
"242841733-0-41243","fortified cabbage salmagundi",""
"242841733-0-41244","consummate cabbage salmagundi",""
"242841733-0-41245","enriched capon confit",""
"242841733-0-41246","strangler surprise",""
"242841733-0-41247","invigorated strangler surprise",""
"242841733-0-41248","enriched strangler surprise",""
"242841733-0-41249","fortified strangler surprise",""
"242841733-0-41250","consummate strangler surprise",""
"242841733-0-41251","enriched slough bear surprise",""
"242841733-0-41252","squirrel preserves",""
"242841733-0-41253","invigorated squirrel preserves",""
"242841733-0-41254","enriched squirrel preserves",""
"242841733-0-41255","fortified squirrel preserves",""
"242841733-0-41256","consummate squirrel preserves",""
"242841733-0-41257","enriched squirrel preserves",""
"242841733-0-41258","braised sugarmeats",""
"242841733-0-41259","invigorated braised sugarmeats",""
"242841733-0-41260","enriched braised sugarmeats",""
"242841733-0-41261","fortified braised sugarmeats",""
"242841733-0-41262","consummate invigorated braised sugarmeats",""
"242841733-0-41263","enriched fresh braised sugarmeats",""
"242841733-0-41264","stopgap soup",""
"242841733-0-41265","invigorated stopgap soup",""
"242841733-0-41266","enriched stopgap soup",""
"242841733-0-41267","fortified stopgap soup",""
"242841733-0-41268","consummate stopgap soup",""
"242841733-0-41269","enriched stopgap soup",""
"242841733-0-41270","red mushroom stew",""
"242841733-0-41271","invigorated red mushroom stew",""
"242841733-0-41272","enriched red mushroom stew",""
"242841733-0-41273","fortified red mushroom stew",""
"242841733-0-41274","consummate red mushroom stew",""
"242841733-0-41275","enriched red mushroom stew",""
"242841733-0-41276","orcish goulash",""
"242841733-0-41277","invigorated orcish goulash",""
"242841733-0-41278","enriched orcish goulash",""
"242841733-0-41279","fortified orcish goulash",""
"242841733-0-41280","consummate orcish goulash",""
"242841733-0-41281","enriched rabbit sauage",""
"242841733-0-41282","bird and beast mulligan",""
"242841733-0-41283","invigorated bird and beast mulligan",""
"242841733-0-41284","enriched bird and beast mulligan",""
"242841733-0-41285","fortified bird and beast mulligan",""
"242841733-0-41286","consummate bird and beast mulligan",""
"242841733-0-41287","enriched bird and beast mulligan",""
"242841733-0-41288","mutton stew",""
"242841733-0-41289","invigorated mutton stew",""
"242841733-0-41290","enriched mutton stew",""
"242841733-0-41291","fortified mutton stew",""
"242841733-0-41292","consummate mutton stew",""
"242841733-0-41293","enriched mutton stew",""
"242841733-0-41294","goat kebabs",""
"242841733-0-41295","invigorated goat kebabs",""
"242841733-0-41296","enriched goat kebabs",""
"242841733-0-41297","fortified goat kebabs",""
"242841733-0-41298","consummate goat kebabs",""
"242841733-0-41299","enriched goat kebabs",""
"242841733-0-41300","ballom pudding",""
"242841733-0-41301","invigorated ballom pudding",""
"242841733-0-41302","enriched ballom pudding",""
"242841733-0-41303","fortified ballom pudding",""
"242841733-0-41304","consummate ballom pudding",""
"242841733-0-41305","enriched ballom pudding",""
"242841733-0-41306","breton slumgullion",""
"242841733-0-41307","invigorated ballom pudding",""
"242841733-0-41308","enriched ballom pudding",""
"242841733-0-41309","fortified ballom pudding",""
"242841733-0-41310","consummate ballom pudding",""
"242841733-0-41311","enriched ballom pudding",""
"242841733-0-41312","crawdad surprise",""
"242841733-0-41313","invigorated crawdad surprise",""
"242841733-0-41314","enriched crawdad surprise",""
"242841733-0-41315","fortified crawdad surprise",""
"242841733-0-41316","consummate crawdad surprise",""
"242841733-0-41317","enriched crawdad surprise",""
"242841733-0-41318","saltrice porridge",""
"242841733-0-41319","invigorated saltrice porridge",""
"242841733-0-41320","enriched saltrice porridge",""
"242841733-0-41321","fortified saltrice porridge",""
"242841733-0-41322","consummate saltrice porridge",""
"242841733-0-41323","enriched saltrice porridge",""
"242841733-0-41324","saltrice slurry",""
"242841733-0-41325","invigorated saltrice slurry",""
"242841733-0-41326","enriched saltrice slurry",""
"242841733-0-41327","fortified saltrice slurry",""
"242841733-0-41328","consummate saltrice slurry",""
"242841733-0-41329","enriched saltrice slurry",""
"242841733-0-41330","fresh snowberry jam",""
"242841733-0-41331","invigorated fresh snowberry jam",""
"242841733-0-41332","enriched fresh snowberry jam",""
"242841733-0-41333","fortified fresh snowberry jam",""
"242841733-0-41334","consummate fresh snowberry jam",""
"242841733-0-41335","enriched fresh snowberry jam",""
"242841733-0-41336","guar in aspic",""
"242841733-0-41337","invigorated guar in aspic",""
"242841733-0-41338","enriched guar in aspic",""
"242841733-0-41339","fortified guar in aspic",""
"242841733-0-41340","consummate guar in aspic",""
"242841733-0-41341","enriched cabbage soup",""
"242841733-0-41342","filboid studge",""
"242841733-0-41343","invigorated filboid studge",""
"242841733-0-41344","enriched filboid studge",""
"242841733-0-41345","fortified filboid studge",""
"242841733-0-41346","consummate filboid studge",""
"242841733-0-41347","enriched filboid sludge",""
"242841733-0-41348","maggot haggis",""
"242841733-0-41349","invigorated maggot haggis",""
"242841733-0-41350","enriched maggot haggis",""
"242841733-0-41351","fortified maggot haggis",""
"242841733-0-41352","consummate maggot haggis",""
"242841733-0-41353","enriched maggot haggis",""
"242841733-0-41354","bittergreen stew",""
"242841733-0-41355","invigorated bittergreen stew",""
"242841733-0-41356","enriched bittergreen stew",""
"242841733-0-41357","fortified bittergreen stew",""
"242841733-0-41358","consummate bittergreen stew",""
"242841733-0-41359","enriched bittergreen stew",""
"242841733-0-41360","crab meat stew",""
"242841733-0-41361","invigorated crab meat stew",""
"242841733-0-41362","enriched crab meat stew",""
"242841733-0-41363","fortified crab meat stew",""
"242841733-0-41364","consummate crab meat stew",""
"242841733-0-41365","enriched crab meat stew",""
"242841733-0-41366","shepherd's pie",""
"242841733-0-41367","invigorated shepherd's pie",""
"242841733-0-41368","enriched shepherd's pie",""
"242841733-0-41369","fortified shepherd's pie",""
"242841733-0-41370","consummate shepherd's pie",""
"242841733-0-41371","enriched shepherd's pie",""
"242841733-0-41372","century soup",""
"242841733-0-41373","invigorated century soup",""
"242841733-0-41374","enriched century soup",""
"242841733-0-41375","fortified century soup",""
"242841733-0-41376","consummate century soup",""
"242841733-0-41377","enriched century soup",""
"242841733-0-41378","jumping rodent morsels",""
"242841733-0-41379","invigorated jumping rodent morsels",""
"242841733-0-41380","enriched jumping rodent morsels",""
"242841733-0-41381","fortified jumping rodent morsels",""
"242841733-0-41382","consummate jumping rodent morsels",""
"242841733-0-41383","enriched jumping rodent morsels",""
"242841733-0-41384","pork blood pudding",""
"242841733-0-41385","invigorated pork blood pudding",""
"242841733-0-41386","enriched pork blood pudding",""
"242841733-0-41387","fortified pork blood pudding",""
"242841733-0-41388","consummate pork blood pudding",""
"242841733-0-41389","enriched pork blood pudding",""
"242841733-0-41390","guar stew",""
"242841733-0-41391","invigorated guar stew",""
"242841733-0-41392","enriched guar stew",""
"242841733-0-41393","fortified guar stew",""
"242841733-0-41394","consummate guar stew",""
"242841733-0-41395","enriched guar in aspic",""
"242841733-0-41396","cabbage salmagundi",""
"242841733-0-41397","invigorated cabbage salmagundi",""
"242841733-0-41398","enriched cabbage salmagundi",""
"242841733-0-41399","fortified cabbage salmagundi",""
"242841733-0-41400","consummate cabbage salmagundi",""
"242841733-0-41401","enriched capon confit",""
"242841733-0-41402","strangler surprise",""
"242841733-0-41403","invigorated strangler surprise",""
"242841733-0-41404","enriched strangler surprise",""
"242841733-0-41405","fortified strangler surprise",""
"242841733-0-41406","consummate strangler surprise",""
"242841733-0-41407","enriched slough bear surprise",""
"242841733-0-41408","squirrel preserves",""
"242841733-0-41409","invigorated squirrel preserves",""
"242841733-0-41410","enriched squirrel preserves",""
"242841733-0-41411","fortified squirrel preserves",""
"242841733-0-41412","consummate squirrel preserves",""
"242841733-0-41413","enriched squirrel preserves",""
"242841733-0-41414","braised sugarmeats",""
"242841733-0-41415","invigorated braised sugarmeats",""
"242841733-0-41416","enriched braised sugarmeats",""
"242841733-0-41417","fortified braised sugarmeats",""
"242841733-0-41418","consummate invigorated braised sugarmeats",""
"242841733-0-41419","enriched fresh braised sugarmeats",""
"242841733-0-41420","stopgap soup",""
"242841733-0-41421","invigorated stopgap soup",""
"242841733-0-41422","enriched stopgap soup",""
"242841733-0-41423","fortified stopgap soup",""
"242841733-0-41424","consummate stopgap soup",""
"242841733-0-41425","enriched stopgap soup",""
"242841733-0-41426","red mushroom stew",""
"242841733-0-41427","invigorated red mushroom stew",""
"242841733-0-41428","enriched red mushroom stew",""
"242841733-0-41429","fortified red mushroom stew",""
"242841733-0-41430","consummate red mushroom stew",""
"242841733-0-41431","enriched red mushroom stew",""
"242841733-0-41432","orcish goulash",""
"242841733-0-41433","invigorated orcish goulash",""
"242841733-0-41434","enriched orcish goulash",""
"242841733-0-41435","fortified orcish goulash",""
"242841733-0-41436","consummate orcish goulash",""
"242841733-0-41437","enriched rabbit sauage",""
"242841733-0-41438","bird and beast mulligan",""
"242841733-0-41439","invigorated bird and beast mulligan",""
"242841733-0-41440","enriched bird and beast mulligan",""
"242841733-0-41441","fortified bird and beast mulligan",""
"242841733-0-41442","consummate bird and beast mulligan",""
"242841733-0-41443","enriched bird and beast mulligan",""
"242841733-0-41444","mutton stew",""
"242841733-0-41445","invigorated mutton stew",""
"242841733-0-41446","enriched mutton stew",""
"242841733-0-41447","fortified mutton stew",""
"242841733-0-41448","consummate mutton stew",""
"242841733-0-41449","enriched mutton stew",""
"242841733-0-41450","goat kebabs",""
"242841733-0-41451","invigorated goat kebabs",""
"242841733-0-41452","enriched goat kebabs",""
"242841733-0-41453","fortified goat kebabs",""
"242841733-0-41454","consummate goat kebabs",""
"242841733-0-41455","enriched goat kebabs",""
"242841733-0-41456","ballom pudding",""
"242841733-0-41457","invigorated ballom pudding",""
"242841733-0-41458","enriched ballom pudding",""
"242841733-0-41459","fortified ballom pudding",""
"242841733-0-41460","consummate ballom pudding",""
"242841733-0-41461","enriched ballom pudding",""
"242841733-0-41462","breton slumgullion",""
"242841733-0-41463","invigorated ballom pudding",""
"242841733-0-41464","enriched ballom pudding",""
"242841733-0-41465","fortified ballom pudding",""
"242841733-0-41466","consummate ballom pudding",""
"242841733-0-41467","enriched ballom pudding",""
"242841733-0-41468","Kwama Quiche",""
"242841733-0-41469","consummate Kwama Quiche",""
"242841733-0-41470","snake sweat",""
"242841733-0-41471","invigorated snake sweat",""
"242841733-0-41472","fortified snake sweat",""
"242841733-0-41473","enriched snake sweat",""
"242841733-0-41474","consummate snake sweat",""
"242841733-0-41475","fortified  Snake Sweat",""
"242841733-0-41476","saloop",""
"242841733-0-41477","invigorated saloop",""
"242841733-0-41478","fortified saloop",""
"242841733-0-41479","enriched saloop",""
"242841733-0-41480","consummate saloop",""
"242841733-0-41481","fortified  Saloop",""
"242841733-0-41482","heather ale",""
"242841733-0-41483","invigorated heather ale",""
"242841733-0-41484","fortified heather ale",""
"242841733-0-41485","enriched heather ale",""
"242841733-0-41486","consummate heather ale",""
"242841733-0-41487","fortified  Heather Ale",""
"242841733-0-41488","hildegarde ale",""
"242841733-0-41489","invigorated hildegarde ale",""
"242841733-0-41490","fortified hildegarde ale",""
"242841733-0-41491","enriched hildegarde ale",""
"242841733-0-41492","consummate hildegarde ale",""
"242841733-0-41493","fortified  Hildegarde Ale",""
"242841733-0-41494","bile-beer",""
"242841733-0-41495","invigorated bile-beer",""
"242841733-0-41496","fortified bile-beer",""
"242841733-0-41497","enriched bile-beer",""
"242841733-0-41498","consummate invigorated bile-beer",""
"242841733-0-41499","fortified invigorated  Bile-Beer",""
"242841733-0-41500","greef ale",""
"242841733-0-41501","invigorated greef ale",""
"242841733-0-41502","fortified greef ale",""
"242841733-0-41503","enriched greef ale",""
"242841733-0-41504","consummate invigorated greef ale",""
"242841733-0-41505","fortified invigorated  Greef Ale",""
"242841733-0-41506","mazte beer",""
"242841733-0-41507","invigorated mazte beer",""
"242841733-0-41508","fortified mazte beer",""
"242841733-0-41509","enriched mazte beer",""
"242841733-0-41510","consummate invigorated mazte beer",""
"242841733-0-41511","fortified invigorated  Mazte Beer",""
"242841733-0-41512","ash-slake ale",""
"242841733-0-41513","invigorated ash-slake ale",""
"242841733-0-41514","fortified ash-slake ale",""
"242841733-0-41515","enriched ash-slake ale",""
"242841733-0-41516","consummate invigorated ash-slake ale",""
"242841733-0-41517","fortified invigorated  Ash-Slake Ale",""
"242841733-0-41518","bloodfroth",""
"242841733-0-41519","invigorated bloodfroth",""
"242841733-0-41520","fortified bloodfroth",""
"242841733-0-41521","enriched bloodfroth",""
"242841733-0-41522","consummate invigorated bloodfroth",""
"242841733-0-41523","fortified invigorated  Bloodforth",""
"242841733-0-41524","honey mead",""
"242841733-0-41525","invigorated honey mead",""
"242841733-0-41526","fortified honey mead",""
"242841733-0-41527","enriched honey mead",""
"242841733-0-41528","consummate honey mead",""
"242841733-0-41529","fortified  Sun's Dusk Ale",""
"242841733-0-41530","dark meat beer",""
"242841733-0-41531","invigorated dark meat beer",""
"242841733-0-41532","fortified dark meat beer",""
"242841733-0-41533","enriched dark meat beer",""
"242841733-0-41534","consummate dark meat beer",""
"242841733-0-41535","fortified Dark Meat Beer",""
"242841733-0-41536","sun's dusk ale",""
"242841733-0-41537","invigorated sun's dusk ale",""
"242841733-0-41538","fortified sun's dusk ale",""
"242841733-0-41539","enriched sun's dusk ale",""
"242841733-0-41540","consummate sun's dusk ale",""
"242841733-0-41541","fortified Sun's Dusk Ale",""
"242841733-0-41542","golden pear ale",""
"242841733-0-41543","invigorated golden pear ale",""
"242841733-0-41544","fortified golden pear ale",""
"242841733-0-41545","enriched golden pear ale",""
"242841733-0-41546","consummate golden pear ale",""
"242841733-0-41547","fortified Golden Pear Ale",""
"242841733-0-41548","sylph-mead",""
"242841733-0-41549","invigorated sylph-mead",""
"242841733-0-41550","fortified sylph-mead",""
"242841733-0-41551","enriched sylph-mead",""
"242841733-0-41552","consummate sylph-mead",""
"242841733-0-41553","fortified Sylph-Mead",""
"242841733-0-41554","jagga",""
"242841733-0-41555","invigorated jagga",""
"242841733-0-41556","fortified jagga",""
"242841733-0-41557","enriched jagga",""
"242841733-0-41558","consummate jagga",""
"242841733-0-41559","fortified Jagga",""
"242841733-0-41560","sorghum sweetmilk",""
"242841733-0-41561","invigorated sorghum sweetmilk",""
"242841733-0-41562","fortified sorghum sweetmilk",""
"242841733-0-41563","enriched sorghum sweetmilk",""
"242841733-0-41564","consummate sorghum sweetmilk",""
"242841733-0-41565","fortified Sorghum Sweetmilk",""
"242841733-0-41566","fermented treacle tea",""
"242841733-0-41567","invigorated fermented treacle tea",""
"242841733-0-41568","fortified fermented treacle tea",""
"242841733-0-41569","enriched fermented treacle tea",""
"242841733-0-41570","consummate fermented treacle tea",""
"242841733-0-41571","fortified Fermented Treacle Tea",""
"242841733-0-41572","moon-sugar double brew",""
"242841733-0-41573","invigorated moon-sugar double brew",""
"242841733-0-41574","fortified moon-sugar double brew",""
"242841733-0-41575","enriched moon-sugar double brew",""
"242841733-0-41576","consummate moon-sugar double brew",""
"242841733-0-41577","fortified Moon-Sugar Double Brew",""
"242841733-0-41578","shornhelm ale",""
"242841733-0-41579","invigorated shornhelm ale",""
"242841733-0-41580","fortified shornhelm ale",""
"242841733-0-41581","enriched shornhelm ale",""
"242841733-0-41582","consummate shornhelm ale",""
"242841733-0-41583","fortified crisp Bitter Tea",""
"242841733-0-41584","bog-iron ale",""
"242841733-0-41585","invigorated bog-iron ale",""
"242841733-0-41586","fortified bog-iron ale",""
"242841733-0-41587","enriched bog-iron ale",""
"242841733-0-41588","consummate bog-iron ale",""
"242841733-0-41589","fortified Bog-Iron Ale",""
"242841733-0-41590","sillabub",""
"242841733-0-41591","invigorated sillabub",""
"242841733-0-41592","fortified sillabub",""
"242841733-0-41593","enriched sillabub",""
"242841733-0-41594","consummate sillabub",""
"242841733-0-41595","fortified Sillabub",""
"242841733-0-41596","bottled buzz",""
"242841733-0-41597","invigorated bottled buzz",""
"242841733-0-41598","fortified bottled buzz",""
"242841733-0-41599","enriched bottled buzz",""
"242841733-0-41600","consummate bottled buzz",""
"242841733-0-41601","fortified Bottled Buzz",""
"242841733-0-41602","four-eye grog",""
"242841733-0-41603","invigorated four-eye grog",""
"242841733-0-41604","fortified four-eye grog",""
"242841733-0-41605","enriched four-eye grog",""
"242841733-0-41606","consummate four-eye grog",""
"242841733-0-41607","fortified Four-Eye Grog",""
"242841733-0-41608","captain frothy",""
"242841733-0-41609","invigorated captain frothy",""
"242841733-0-41610","fortified captain frothy",""
"242841733-0-41611","enriched captain frothy",""
"242841733-0-41612","consummate captain frothy",""
"242841733-0-41613","fortified Frothy",""
"242841733-0-41614","heather-tea",""
"242841733-0-41615","invigorated heather-tea",""
"242841733-0-41616","fortified heather-tea",""
"242841733-0-41617","enriched heather-tea",""
"242841733-0-41618","consummate heather-tea",""
"242841733-0-41619","fortified Heather-Tea",""
"242841733-0-41620","bitter tea",""
"242841733-0-41621","invigorated bitter tea",""
"242841733-0-41622","fortified bitter tea",""
"242841733-0-41623","enriched bitter tea",""
"242841733-0-41624","consummate bitter tea",""
"242841733-0-41625","fortified Bitter Tea",""
"242841733-0-41626","snake sweat",""
"242841733-0-41627","invigorated snake sweat",""
"242841733-0-41628","fortified snake sweat",""
"242841733-0-41629","enriched snake sweat",""
"242841733-0-41630","consummate snake sweat",""
"242841733-0-41631","fortified  Snake Sweat",""
"242841733-0-41632","saloop",""
"242841733-0-41633","invigorated saloop",""
"242841733-0-41634","fortified saloop",""
"242841733-0-41635","enriched saloop",""
"242841733-0-41636","consummate saloop",""
"242841733-0-41637","fortified  Saloop",""
"242841733-0-41638","heather ale",""
"242841733-0-41639","invigorated heather ale",""
"242841733-0-41640","fortified heather ale",""
