"location","source","target"
"242841733-0-68707","Breeches of Succession",""
"242841733-0-68708","Jerkin of Succession",""
"242841733-0-68718","Cuirass of Glory",""
"242841733-0-68719","Sabatons of Glory",""
"242841733-0-68720","Gauntlets of Glory",""
"242841733-0-68721","Helm of Glory",""
"242841733-0-68722","Greaves of Glory",""
"242841733-0-68723","Pauldron of Glory",""
"242841733-0-68724","Girdle of Glory",""
"242841733-0-68725","Robe of Succession",""
"242841733-0-68726","Shoes of Succession",""
"242841733-0-68727","Gloves of Succession",""
"242841733-0-68728","Hat of Succession",""
"242841733-0-68729","Breeches of Succession",""
"242841733-0-68730","Jerkin of Succession",""
"242841733-0-68731","Epaulets of Succession",""
"242841733-0-68732","Sash of Succession",""
"242841733-0-68740","Cuirass of Glory",""
"242841733-0-68741","Sabatons of Glory",""
"242841733-0-68742","Gauntlets of Glory",""
"242841733-0-68744","Greaves of Glory",""
"242841733-0-68745","Pauldron of Glory",""
"242841733-0-68746","Girdle of Glory",""
"242841733-0-68747","Robe of Succession",""
"242841733-0-68748","Shoes of Succession",""
"242841733-0-68750","Hat of Succession",""
"242841733-0-68751","Breeches of Succession",""
"242841733-0-68752","Jerkin of Succession",""
"242841733-0-68753","Epaulets of Succession",""
"242841733-0-68762","Cuirass of Glory",""
"242841733-0-68763","Sabatons of Glory",""
"242841733-0-68765","Helm of Glory",""
"242841733-0-68766","Greaves of Glory",""
"242841733-0-68767","Pauldron of Glory",""
"242841733-0-68769","Robe of Succession",""
"242841733-0-68770","Shoes of Succession",""
"242841733-0-68771","Gloves of Succession",""
"242841733-0-68772","Hat of Succession",""
"242841733-0-68774","Jerkin of Succession",""
"242841733-0-68784","Cuirass of Permafrost",""
"242841733-0-68785","Sabatons of Permafrost",""
"242841733-0-68786","Gauntlets of Permafrost",""
"242841733-0-68787","Helm of Permafrost",""
"242841733-0-68788","Greaves of Permafrost",""
"242841733-0-68789","Pauldron of Permafrost",""
"242841733-0-68799","Jack of the Hunt",""
"242841733-0-68800","Boots of the Hunt",""
"242841733-0-68801","Bracers of the Hunt",""
"242841733-0-68803","Guards of the Hunt",""
"242841733-0-68804","Arm Cops of the Hunt",""
"242841733-0-68806","Cuirass of Permafrost",""
"242841733-0-68808","Gauntlets of Permafrost",""
"242841733-0-68809","Helm of Permafrost",""
"242841733-0-68811","Pauldron of Permafrost",""
"242841733-0-68812","Girdle of Permafrost",""
"242841733-0-68821","Jack of the Hunt",""
"242841733-0-68825","Guards of the Hunt",""
"242841733-0-68828","Cuirass of Permafrost",""
"242841733-0-68829","Sabatons of Permafrost",""
"242841733-0-68830","Gauntlets of Permafrost",""
"242841733-0-68831","Helm of Permafrost",""
"242841733-0-68832","Greaves of Permafrost",""
"242841733-0-68833","Pauldron of Permafrost",""
"242841733-0-68843","Jack of the Hunt",""
"242841733-0-68845","Bracers of the Hunt",""
"242841733-0-68846","Helmet of the Hunt",""
"242841733-0-68847","Guards of the Hunt",""
"242841733-0-68849","Belt of the Hunt",""
"242841733-0-68850","Cuirass of Permafrost",""
"242841733-0-68852","Gauntlets of Permafrost",""
"242841733-0-68854","Greaves of Permafrost",""
"242841733-0-68855","Pauldron of Permafrost",""
"242841733-0-68865","Jack of the Hunt",""
"242841733-0-68866","Boots of the Hunt",""
"242841733-0-68867","Bracers of the Hunt",""
"242841733-0-68868","Helmet of the Hunt",""
"242841733-0-68869","Guards of the Hunt",""
"242841733-0-69458","Chromite Ingot",""
"242841733-0-69459","Chromite Ore",""
"242841733-0-69462","Tundra Cotton",""
"242841733-0-69464","Wrothskin Leather",""
"242841733-0-69465","Wrothskin Hide",""
"242841733-0-71413","Ornate Diagna Banner",""
"242841733-0-69875","Gloves of Julianos",""
"242841733-0-69872","Robe of Julianos",""
"242841733-0-69868","Belt of Julianos",""
"242841733-0-69865","Jack of Julianos",""
"242841733-0-69863","Sabatons of Julianos",""
"242841733-0-69860","Gauntlets of Julianos",""
"242841733-0-69851","Bow of Julianos",""
"242841733-0-69848","Maul of Julianos",""
"242841733-0-69846","mace of Julianos",""
"242841733-0-69843","Shoes of Julianos",""
"242841733-0-69834","Guards of Julianos",""
"242841733-0-69831","Arm Cops of Julianos",""
"242841733-0-69829","Helmet of Julianos",""
"242841733-0-69826","Girdle of Julianos",""
"242841733-0-69822","Helm of Julianos",""
"242841733-0-69819","Ice Staff of Julianos",""
"242841733-0-69817","Shield of Julianos",""
"242841733-0-69814","Greatsword of Julianos",""
"242841733-0-69805","Gloves of Julianos",""
"242841733-0-69802","Robe of Julianos",""
"242841733-0-69800","Boots of Julianos",""
"242841733-0-69797","Bracers of Julianos",""
"242841733-0-69788","Cuirass of Julianos",""
"242841733-0-69785","Lightning Staff of Julianos",""
"242841733-0-69783","Inferno Staff of Julianos",""
"242841733-0-69621","Arm Cops of Julianos",""
"242841733-0-69618","Sabatons of Julianos",""
"242841733-0-69616","Girdle of Julianos",""
"242841733-0-69613","Cuirass of Julianos",""
"242841733-0-69609","Ice Staff of Julianos",""
"242841733-0-69604","Greatsword of Julianos",""
"242841733-0-69601","mace of Julianos",""
"242841733-0-69596","Sash of Julianos",""
"242841733-0-69592","Robe of Julianos",""
"242841733-0-69589","Guards of Julianos",""
"242841733-0-69587","Bracers of Julianos",""
"242841733-0-69584","Helmet of Julianos",""
"242841733-0-69575","Velothi View Vintage Malbec Recipe",""
"242841733-0-69558","Cuirass of Redistribution",""
"242841733-0-69555","Cassiterite",""
"242841733-0-69550","Belt",""
"242841733-0-69546","Belt",""
"242841733-0-69543","Belt",""
"242841733-0-69541","Crafting Motifs 21, Chapter 14: Ancient Orc Swords",""
"242841733-0-69538","Crafting Motifs 21, Chapter 11: Ancient Orc Shield",""
"242841733-0-70375","Dagger of the Code",""
"242841733-0-70372","Battle Axe of the Code",""
"242841733-0-70363","Jerkin of the Code",""
"242841733-0-70360","Boots of the Code",""
"242841733-0-70358","Belt of the Code",""
"242841733-0-70355","Jack of the Code",""
"242841733-0-70346","Restoration Staff of the Code",""
"242841733-0-70343","Inferno Staff of the Code",""
"242841733-0-70341","Bow of the Code",""
"242841733-0-70338","Maul of the Code",""
"242841733-0-70335","Sword of the Code",""
"242841733-0-70334","axe of the Code",""
"242841733-0-70331","Sash of the Code",""
"242841733-0-70329","Epaulets of the Code",""
"242841733-0-70326","Hat of the Code",""
"242841733-0-70317","Greaves of the Code",""
"242841733-0-70314","Pauldron of the Code",""
"242841733-0-70312","Helm of the Code",""
"242841733-0-70309","Ice Staff of the Code",""
"242841733-0-70125","Sword of Trials",""
"242841733-0-70121","Sash of Trials",""
"242841733-0-70117","Robe of Trials",""
"242841733-0-70116","Hat of Trials",""
"242841733-0-70113","Belt of Trials",""
"242841733-0-70108","Sabatons of Trials",""
"242841733-0-70105","Gauntlets of Trials",""
"242841733-0-70104","Pauldron of Trials",""
"242841733-0-70101","Restoration Staff of Trials",""
"242841733-0-70099","Ice Staff of Trials",""
"242841733-0-70096","Bow of Trials",""
"242841733-0-70087","Breeches of Trials",""
"242841733-0-70084","Epaulets of Trials",""
"242841733-0-70082","Robe of Trials",""
"242841733-0-70079","Guards of Trials",""
"242841733-0-70075","Jack of Trials",""
"242841733-0-70070","Gauntlets of Trials",""
"242841733-0-70067","Helm of Trials",""
"242841733-0-70062","Shield of Trials",""
"242841733-0-70058","Maul of Trials",""
"242841733-0-70873","Cuirass of Morkuldin",""
"242841733-0-70872","Helm of Morkuldin",""
"242841733-0-70870","Lightning Staff of Morkuldin",""
"242841733-0-70867","Shield of Morkuldin",""
"242841733-0-70858","Shoes of Morkuldin",""
"242841733-0-70855","Gloves of Morkuldin",""
"242841733-0-70853","Jerkin of Morkuldin",""
"242841733-0-70850","Boots of Morkuldin",""
"242841733-0-70846","Arm Cops of Morkuldin",""
"242841733-0-70843","Sabatons of Morkuldin",""
"242841733-0-70841","Girdle of Morkuldin",""
"242841733-0-70838","Cuirass of Morkuldin",""
"242841733-0-70620","Dagger of the Code",""
"242841733-0-70617","Battle Axe of the Code",""
"242841733-0-70616","mace of the Code",""
"242841733-0-70613","Shoes of the Code",""
"242841733-0-70611","Sash of the Code",""
"242841733-0-70608","Jerkin of the Code",""
"242841733-0-70599","Helmet of the Code",""
"242841733-0-70596","Girdle of the Code",""
"242841733-0-70594","Pauldron of the Code",""
"242841733-0-70591","Restoration Staff of the Code",""
"242841733-0-70587","Shield of the Code",""
"242841733-0-71370","Ivory Earplugs",""
"242841733-0-71367","Ornate Ashwood Switch",""
"242841733-0-71365","Fine Leather Tooth-Purse",""
"242841733-0-71362","Loon-Down Throw Pillow",""
"242841733-0-71358","Warpaint Mortar",""
"242841733-0-71123","The Maelstrom's Battle Axe^n",""
"242841733-0-71120","The Maelstrom's Battle Axe^n",""
"242841733-0-71111","The Maelstrom's mace^n",""
"242841733-0-71108","The Maelstrom's mace^n",""
"242841733-0-69780","Dagger of Julianos",""
"242841733-0-70571","Hat of the Code",""
"242841733-0-70528","Sabatons of the Code",""
"242841733-0-70574","Epaulets of the Code",""
"242841733-0-70388","Sabatons of the Code",""
"242841733-0-70641","Hat of Morkuldin",""
"242841733-0-70644","Epaulets of Morkuldin",""
"242841733-0-69925","Lightning Staff of Julianos",""
"242841733-0-70392","Bracers of the Code",""
"242841733-0-70006","Arm Cops of Trials",""
"242841733-0-69595","Gloves of Julianos",""
"242841733-0-70056","mace of Trials",""
"242841733-0-70071","Girdle of Trials",""
"242841733-0-70094","Greatsword of Trials",""
"242841733-0-69989","Greatsword of Trials",""
"242841733-0-69966","Girdle of Trials",""
"242841733-0-70822","Breeches of Morkuldin",""
"242841733-0-70475","Sword of the Code",""
"242841733-0-71232","Light Armor",""
"242841733-0-69641","Bow of Julianos",""
"242841733-0-69627","Robe of Julianos",""
"242841733-0-69798","Belt of Julianos",""
"242841733-0-69542","Crown Crafting Motifs: Ancient Orc",""
"242841733-0-71062","Orzorga's Blood Price Pie Recipe",""
"242841733-0-71237","Provisioner's Pack VII",""
"242841733-0-71514","pauldrons^p",""
"242841733-0-71477","Marketing Malacath Disguise (Medium)",""
"242841733-0-71473","Marketing Scavenged Lightning Staff",""
"242841733-0-71662","The Maelstrom's Shield^n",""
"242841733-0-69886","Bow of Julianos",""
"242841733-0-70250","Jack of Trials",""
"242841733-0-70155","Gloves of Trials",""
"242841733-0-70158","Shoes of Trials",""
"242841733-0-70146","Arm Cops of Trials",""
"242841733-0-70141","Girdle of Trials",""
"242841733-0-70545","Sword of the Code",""
"242841733-0-70473","Shoes of the Code",""
"242841733-0-70458","Sabatons of the Code",""
"242841733-0-70449","Ice Staff of the Code",""
"242841733-0-70730","Lightning Staff of Morkuldin",""
"242841733-0-70725","Dagger of Morkuldin",""
"242841733-0-70713","Jerkin of Morkuldin",""
"242841733-0-70678","Jerkin of Morkuldin",""
"242841733-0-70409","Greatsword of the Code",""
"242841733-0-71289","Para Bellum Choker",""
"242841733-0-71149","The Maelstrom's Shield^n",""
"242841733-0-71304","Briarheart Collar",""
"242841733-0-71296","Winterborn Ring",""
"242841733-0-71264","Signet of Succession",""
"242841733-0-71350","Ivory Blood Basin",""
"242841733-0-71355","Gilded Drinking Tusk",""
"242841733-0-71342","Truffle Identification Card",""
"242841733-0-71310","Pendant of Permafrost",""
"242841733-0-71085","Alchemist Survey: Wrothgar III",""
"242841733-0-71008","Bookseller's Ink-Stained Trousers",""
"242841733-0-71086","Enchanter Survey: Wrothgar I",""
"242841733-0-71059","Orzorga's Smoked Bear Haunch",""
"242841733-0-70891","Sash of Morkuldin",""
"242841733-0-70914","Helmet of Morkuldin",""
"242841733-0-70932","Battle Axe of Morkuldin",""
"242841733-0-70937","Shield of Morkuldin",""
"242841733-0-70955","Boots of Morkuldin",""
"242841733-0-70963","Shoes of Morkuldin",""
"242841733-0-71009","Needs Name",""
"242841733-0-71067","Blacksmith Survey: Wrothgar III",""
"242841733-0-71090","Servant Outfit",""
"242841733-0-71121","The Maelstrom's Battle Axe^n",""
"242841733-0-70694","Ice Staff of Morkuldin",""
"242841733-0-70709","Guards of Morkuldin",""
"242841733-0-70987","Riekr Wrecker",""
"242841733-0-70993","Tinker's Staff of Trouble",""
"242841733-0-71091","MS Armor Test Head",""
"242841733-0-71114","The Maelstrom's Sword^n",""
"242841733-0-70720","Sword of Morkuldin",""
"242841733-0-71249","Kragenmoor Zinger Mazte",""
"242841733-0-71057","Orzorga's Tripe Trifle Pocket",""
"242841733-0-70680","Gloves of Morkuldin",""
"242841733-0-70697","Helm of Morkuldin",""
"242841733-0-70712","Robe of Morkuldin",""
"242841733-0-70627","Helm of Morkuldin",""
"242841733-0-70656","Bow of Morkuldin",""
"242841733-0-70670","Jack of Morkuldin",""
"242841733-0-70672","Bracers of Morkuldin",""
"242841733-0-71341","Signed Vosh Ball",""
"242841733-0-71274","Pendant of Permafrost",""
"242841733-0-71284","Ring of the Hunt",""
"242841733-0-71330","chest^p",""
"242841733-0-70902","Shield of Morkuldin",""
"242841733-0-70910","Gauntlets of Morkuldin",""
"242841733-0-70951","Arm Cops of Morkuldin",""
"242841733-0-71007","Needs Name",""
"242841733-0-71060","Orzorga's Red Frothgar Recipe",""
"242841733-0-71065","Blacksmith Survey: Wrothgar I",""
"242841733-0-71106","The Maelstrom's mace^n",""
"242841733-0-70675","Boots of Morkuldin",""
"242841733-0-71283","Band of Permafrost",""
"242841733-0-71329","chest^p",""
"242841733-0-70971","Bow of Morkuldin",""
"242841733-0-70877","Greaves of Morkuldin",""
"242841733-0-70983","inferno staff^n",""
"242841733-0-70923","Jerkin of Morkuldin",""
"242841733-0-71102","The Maelstrom's axe^n",""
"242841733-0-71083","Alchemist Survey: Wrothgar I",""
"242841733-0-70679","Epaulets of Morkuldin",""
"242841733-0-71324","chest^p",""
"242841733-0-71269","Winterborn Pendant",""
"242841733-0-71339","Ornate Defiance-Stone",""
"242841733-0-71292","Pendant of Permafrost",""
"242841733-0-71360","Cedar Boot Keepers",""
"242841733-0-71352","Ash-Hands Battle Wash",""
"242841733-0-71338","Echatere Bullhook",""
"242841733-0-71235","Woodworker's Case X",""
"242841733-0-71140","The Maelstrom's Dagger^n",""
"242841733-0-71132","The Maelstrom's Greatsword^n",""
"242841733-0-71168","The Maelstrom's Lightning Staff^n",""
"242841733-0-71186","KC Armor Test Hands",""
"242841733-0-71178","BC Armor Test Chest",""
"242841733-0-71131","The Maelstrom's Greatsword^n",""
"242841733-0-71199","rough ruby ash^ns",""
"242841733-0-70915","Jack of Morkuldin",""
"242841733-0-70887","Robe of Morkuldin",""
"242841733-0-70883","Belt of Morkuldin",""
"242841733-0-70961","Sash of Morkuldin",""
"242841733-0-70933","Maul of Morkuldin",""
"242841733-0-70929","axe of Morkuldin",""
"242841733-0-71273","Necklace of Succession",""
"242841733-0-71299","Ring of Glory",""
"242841733-0-71345","Orichalc Kurog Bust",""
"242841733-0-71348","Morkul-Forged Tea Kettle",""
"242841733-0-71320","chest^p",""
"242841733-0-71145","The Maelstrom's Bow^n",""
"242841733-0-71171","The Maelstrom's Restoration Staff^n",""
"242841733-0-71143","The Maelstrom's Bow^n",""
"242841733-0-71139","The Maelstrom's Dagger^n",""
"242841733-0-71220","battle axe^n",""
"242841733-0-71189","KC Armor Test Feet",""
"242841733-0-71192","W Armor Test Chest",""
"242841733-0-71185","KC Armor Test Chest",""
"242841733-0-71188","KC Armor Test Legs",""
"242841733-0-70531","Arm Cops of the Code",""
"242841733-0-70622","Shield of the Code",""
"242841733-0-70623","Inferno Staff of the Code",""
"242841733-0-70624","Ice Staff of the Code",""
"242841733-0-71195","CW Armor Test Legs",""
"242841733-0-71241","0",""
"242841733-0-71162","The Maelstrom's Ice Staff^n",""
"242841733-0-71196","CW Armor Test Feet",""
"242841733-0-71126","The Maelstrom's Maul^n",""
"242841733-0-70944","Pauldron of Morkuldin",""
"242841733-0-70970","Dagger of Morkuldin",""
"242841733-0-71285","Proof of Trinimac's Valor",""
"242841733-0-71328","chest^p",""
"242841733-0-71157","The Maelstrom's Inferno Staff^n",""
"242841733-0-71200","raw ancestor silk^ns",""
"242841733-0-71203","inferno staff^n",""
"242841733-0-71217","maul^n",""
"242841733-0-71246","Lord Cosh's Wedding Invitation",""
"242841733-0-70577","Breeches of the Code",""
"242841733-0-70606","Hat of the Code",""
"242841733-0-70990","Materre's Bodkin",""
"242841733-0-70899","Greatsword of Morkuldin",""
"242841733-0-70920","Boots of Morkuldin",""
"242841733-0-70945","Gauntlets of Morkuldin",""
"242841733-0-71315","Bone Shard",""
"242841733-0-71361","Breton Pummel-Doll",""
"242841733-0-71129","The Maelstrom's Maul^n",""
"242841733-0-71155","The Maelstrom's Inferno Staff^n",""
"242841733-0-71166","The Maelstrom's Lightning Staff^n",""
"242841733-0-71176","BC Armor Test Head",""
"242841733-0-71201","sword^n",""
"242841733-0-70610","Gloves of the Code",""
"242841733-0-71177","BC Armor Test Shoulders",""
"242841733-0-71238","Alchemist's Vessel VII",""
"242841733-0-71137","The Maelstrom's Dagger^n",""
"242841733-0-71218","maul^n",""
"242841733-0-71125","The Maelstrom's Maul^n",""
"242841733-0-71198","rubedite ore",""
"242841733-0-71146","The Maelstrom's Bow^n",""
"242841733-0-71227","sword^n",""
"242841733-0-70370","Sword of the Code",""
"242841733-0-70323","Belt of the Code",""
"242841733-0-70369","axe of the Code",""
"242841733-0-70267","Battle Axe of Trials",""
"242841733-0-69991","Bow of Trials",""
"242841733-0-69944","Epaulets of Trials",""
"242841733-0-70083","Jerkin of Trials",""
"242841733-0-70036","Girdle of Trials",""
"242841733-0-70106","Girdle of Trials",""
"242841733-0-70059","Greatsword of Trials",""
"242841733-0-70012","Robe of Trials",""
"242841733-0-70035","Gauntlets of Trials",""
"242841733-0-70081","Hat of Trials",""
"242841733-0-70026","Bow of Trials",""
"242841733-0-69973","Belt of Trials",""
"242841733-0-69905","Boots of Julianos",""
"242841733-0-70111","Arm Cops of Trials",""
"242841733-0-70033","Cuirass of Trials",""
"242841733-0-69998","Cuirass of Trials",""
"242841733-0-70119","Epaulets of Trials",""
"242841733-0-70124","axe of Trials",""
"242841733-0-70120","Gloves of Trials",""
"242841733-0-70010","Boots of Trials",""
"242841733-0-70028","Inferno Staff of Trials",""
"242841733-0-70044","Guards of Trials",""
"242841733-0-70253","Belt of Trials",""
"242841733-0-69995","Lightning Staff of Trials",""
"242841733-0-69979","Epaulets of Trials",""
"242841733-0-69967","Greaves of Trials",""
"242841733-0-70013","Jerkin of Trials",""
"242841733-0-70009","Guards of Trials",""
"242841733-0-69982","Breeches of Trials",""
"242841733-0-70102","Helm of Trials",""
"242841733-0-70107","Greaves of Trials",""
"242841733-0-70115","Boots of Trials",""
"242841733-0-70265","Sword of Trials",""
"242841733-0-70261","Sash of Trials",""
"242841733-0-70342","Shield of the Code",""
"242841733-0-70306","Bow of the Code",""
"242841733-0-70302","Battle Axe of the Code",""
"242841733-0-70290","Boots of the Code",""
"242841733-0-69983","Shoes of Trials",""
"242841733-0-70025","Dagger of Trials",""
"242841733-0-70066","Restoration Staff of Trials",""
"242841733-0-69548","Belt",""
"242841733-0-69594","Epaulets of Julianos",""
"242841733-0-69553","Belt",""
"242841733-0-69778","Maul of Julianos",""
"242841733-0-69666","Sash of Julianos",""
"242841733-0-69657","Bracers of Julianos",""
"242841733-0-69650","Gauntlets of Julianos",""
"242841733-0-70403","Shoes of the Code",""
"242841733-0-70761","Bow of Morkuldin",""
"242841733-0-69791","Girdle of Julianos",""
"242841733-0-71454","Echatere Cashmere Sleeping Mask",""
"242841733-0-70230","Sword of Trials",""
"242841733-0-70218","Belt of Trials",""
"242841733-0-70213","Sabatons of Trials",""
"242841733-0-70177","Greaves of Trials",""
"242841733-0-70126","mace of Trials",""
"242841733-0-69913","Shoes of Julianos",""
"242841733-0-70091","mace of Trials",""
"242841733-0-70693","Inferno Staff of Morkuldin",""
"242841733-0-70660","Lightning Staff of Morkuldin",""
"242841733-0-70657","Shield of Morkuldin",""
"242841733-0-70650","Sword of Morkuldin",""
"242841733-0-70398","Jerkin of the Code",""
"242841733-0-70393","Belt of the Code",""
"242841733-0-69931","Girdle of Trials",""
"242841733-0-69755","Gauntlets of Julianos",""
"242841733-0-69606","Bow of Julianos",""
"242841733-0-69591","Hat of Julianos",""
"242841733-0-69611","Restoration Staff of Julianos",""
"242841733-0-69775","Sword of Julianos",""
"242841733-0-69862","Greaves of Julianos",""
"242841733-0-69768","Jerkin of Julianos",""
"242841733-0-69821","Restoration Staff of Julianos",""
"242841733-0-69847","Battle Axe of Julianos",""
"242841733-0-69840","Gloves of Julianos",""
"242841733-0-69867","Bracers of Julianos",""
"242841733-0-69773","Shoes of Julianos",""
"242841733-0-69741","mace of Julianos",""
"242841733-0-69647","Helm of Julianos",""
"242841733-0-69734","Epaulets of Julianos",""
"242841733-0-69693","Belt of Julianos",""
"242841733-0-69719","Pauldron of Julianos",""
"242841733-0-69654","Helmet of Julianos",""
"242841733-0-69739","axe of Julianos",""
"242841733-0-71096","MS Armor Test Legs",""
"242841733-0-71002","Pauldrons of Clan Tumnosh",""
"242841733-0-71055","maul^n",""
"242841733-0-71101","The Maelstrom's axe^n",""
"242841733-0-71094","MS Armor Test Hands",""
"242841733-0-70975","Lightning Staff of Morkuldin",""
"242841733-0-70881","Arm Cops of Morkuldin",""
"242841733-0-70968","Maul of Morkuldin",""
"242841733-0-70927","Breeches of Morkuldin",""
"242841733-0-70888","Jerkin of Morkuldin",""
"242841733-0-70973","Inferno Staff of Morkuldin",""
"242841733-0-71265","Band of Permafrost",""
"242841733-0-71258","Ring of Trinimac's Valor",""
"242841733-0-71311","Collar of the Hunt",""
"242841733-0-71357","Polished Tumnor",""
"242841733-0-71263","Ring of Glory",""
"242841733-0-71231","Medium Armor",""
"242841733-0-71224","greatsword^n",""
"242841733-0-71183","KC Armor Test Head",""
"242841733-0-71144","The Maelstrom's Bow^n",""
"242841733-0-71229","Metal Weapon",""
"242841733-0-71487","LIGHT: Trinimac's Valor",""
"242841733-0-71393","Bone Porcelain Tea Service",""
"242841733-0-71480","Marketing Ancient Orc Disguise (Heavy)",""
"242841733-0-71439","Silver-Plated Baby Shoes",""
"242841733-0-71400","Malacath's Brass Arse Warmer",""
"242841733-0-71485","CRAFTED: Morkuldin",""
"242841733-0-70072","Greaves of Trials",""
"242841733-0-70031","Restoration Staff of Trials",""
"242841733-0-70118","Jerkin of Trials",""
"242841733-0-70024","Greatsword of Trials",""
"242841733-0-70077","Bracers of Trials",""
"242841733-0-69951","mace of Trials",""
"242841733-0-69997","Helm of Trials",""
"242841733-0-69903","Belt of Julianos",""
"242841733-0-69990","Dagger of Trials",""
"242841733-0-69949","axe of Trials",""
"242841733-0-70328","Jerkin of the Code",""
"242841733-0-70287","Bracers of the Code",""
"242841733-0-70374","Greatsword of the Code",""
"242841733-0-70280","Gauntlets of the Code",""
"242841733-0-70333","Shoes of the Code",""
"242841733-0-70239","Ice Staff of Trials",""
"242841733-0-70207","Helm of Trials",""
"242841733-0-70200","Dagger of Trials",""
"242841733-0-70159","axe of Trials",""
"242841733-0-70246","Girdle of Trials",""
"242841733-0-70584","Greatsword of the Code",""
"242841733-0-70543","Shoes of the Code",""
"242841733-0-70536","Hat of the Code",""
"242841733-0-70495","Jack of the Code",""
"242841733-0-70463","Belt of the Code",""
"242841733-0-70456","Girdle of the Code",""
"242841733-0-70415","Lightning Staff of the Code",""
"242841733-0-70794","Greatsword of Morkuldin",""
"242841733-0-70753","Shoes of Morkuldin",""
"242841733-0-70840","Gauntlets of Morkuldin",""
"242841733-0-70799","Ice Staff of Morkuldin",""
"242841733-0-70792","Battle Axe of Morkuldin",""
"242841733-0-70666","Girdle of Morkuldin",""
"242841733-0-70719","axe of Morkuldin",""
"242841733-0-70625","Lightning Staff of the Code",""
"242841733-0-70671","Arm Cops of Morkuldin",""
"242841733-0-71228","Heavy Armor",""
"242841733-0-71230","Wooden Weapon",""
"242841733-0-70999","Vambrace of Sorrow",""
"242841733-0-70941","Restoration Staff of Morkuldin",""
"242841733-0-70943","Cuirass of Morkuldin",""
"242841733-0-70723","Maul of Morkuldin",""
"242841733-0-70741","Arm Cops of Morkuldin",""
"242841733-0-70630","Gauntlets of Morkuldin",""
"242841733-0-70648","Shoes of Morkuldin",""
"242841733-0-70222","Robe of Trials",""
"242841733-0-69681","Restoration Staff of Julianos",""
"242841733-0-69745","Dagger of Julianos",""
"242841733-0-69593","Jerkin of Julianos",""
"242841733-0-71340","Tumnosh Lantern",""
"242841733-0-71306","Locket of the Pariah",""
"242841733-0-71351","Embroidered Mudcrab Bib",""
"242841733-0-71260","Winterborn Ring",""
"242841733-0-71281","Ring of Glory",""
"242841733-0-71109","The Maelstrom's mace^n",""
"242841733-0-71087","Enchanter Survey: Wrothgar II",""
"242841733-0-70350","Gauntlets of the Code",""
"242841733-0-70316","Girdle of the Code",""
"242841733-0-70361","Hat of the Code",""
"242841733-0-70304","Greatsword of the Code",""
"242841733-0-70339","Greatsword of the Code",""
"242841733-0-70282","Greaves of the Code",""
"242841733-0-70327","Robe of the Code",""
"242841733-0-70270","Dagger of Trials",""
"242841733-0-70258","Jerkin of Trials",""
"242841733-0-70291","Hat of the Code",""
"242841733-0-70086","Sash of Trials",""
"242841733-0-70074","Helmet of Trials",""
"242841733-0-70109","Helmet of Trials",""
"242841733-0-70050","Gloves of Trials",""
"242841733-0-70038","Sabatons of Trials",""
"242841733-0-70073","Sabatons of Trials",""
"242841733-0-70051","Sash of Trials",""
"242841733-0-70004","Helmet of Trials",""
"242841733-0-70039","Helmet of Trials",""
"242841733-0-70874","Pauldron of Morkuldin",""
"242841733-0-70862","Battle Axe of Morkuldin",""
"242841733-0-70851","Hat of Morkuldin",""
"242841733-0-70839","Pauldron of Morkuldin",""
"242841733-0-70609","Epaulets of the Code",""
"242841733-0-70552","Shield of the Code",""
"242841733-0-70550","Dagger of the Code",""
"242841733-0-70563","Sabatons of the Code",""
"242841733-0-70516","Bow of the Code",""
"242841733-0-69816","Bow of Julianos",""
"242841733-0-69861","Girdle of Julianos",""
"242841733-0-69804","Epaulets of Julianos",""
"242841733-0-69849","Greatsword of Julianos",""
"242841733-0-69837","Robe of Julianos",""
"242841733-0-69827","Greaves of Julianos",""
"242841733-0-69770","Gloves of Julianos",""
"242841733-0-69815","Dagger of Julianos",""
"242841733-0-69620","Jack of Julianos",""
"242841733-0-69608","Inferno Staff of Julianos",""
"242841733-0-64599","pauldron^p",""
"242841733-0-69527","Crafting Motifs 21: Ancient Orc",""
"242841733-0-69528","Crafting Motifs 21, Chapter 1: Ancient Orc Axes",""
"242841733-0-69529","Crafting Motifs 21, Chapter 2: Ancient Orc Belts",""
"242841733-0-69530","Crafting Motifs 21, Chapter 3: Ancient Orc Boots",""
"242841733-0-69531","Crafting Motifs 21, Chapter 4: Ancient Orc Bows",""
"242841733-0-69532","Crafting Motifs 21, Chapter 5: Ancient Orc Chests",""
"242841733-0-69533","Crafting Motifs 21, Chapter 6: Ancient Orc Daggers",""
"242841733-0-69534","Crafting Motifs 21, Chapter 7: Ancient Orc Gloves",""
"242841733-0-69535","Crafting Motifs 21, Chapter 8: Ancient Orc Helmets",""
"242841733-0-69536","Crafting Motifs 21, Chapter 9: Ancient Orc Legs",""
"242841733-0-69537","Crafting Motifs 21, Chapter 10: Ancient Orc Maces",""
"242841733-0-69539","Crafting Motifs 21, Ch. 12: Ancient Orc Shoulders",""
"242841733-0-69540","Crafting Motifs 21, Chapter 13: Ancient Orc Staves",""
"242841733-0-69544","Belt",""
"242841733-0-69545","Belt",""
"242841733-0-69547","Belt",""
"242841733-0-69549","Belt",""
"242841733-0-69551","Belt",""
"242841733-0-69552","Belt",""
"242841733-0-69554","Belt",""
"242841733-0-69556","Cassiterite Sand",""
"242841733-0-69557","Portable Treasure Chest",""
